day,daily_cases,residual_trend,IMF1,high_band_energy,mid_band_energy,low_band_energy,T1_structural_score,T2_structural_score,IMF2,IMF3,IMF4
27.0,143.92104865681404,98.71040575827546,19.893980089184918,0.08422943885043782,0.043365244464780114,0.026075965674098884,0.8536836479435175,0.6975376705931757,9.31661554981099,48.75268362831391,-55.8858888339035
28.0,129.31214092529908,103.47268449722338,-35.569376643186246,0.09286824031101246,0.0442776331048547,0.030115608247259975,0.8386241547624311,0.7159252979771281,-3.8714821068939984,41.87615142678395,-62.25477944743262
29.0,132.60284518510426,108.44071468041608,28.160715273206794,0.10017394205202143,0.04508723172192204,0.03416621982760598,0.8278037517100497,0.73409728408526,-13.779507240692242,33.342625556880385,-68.790700281966
30.0,129.0330800293041,113.67592610749121,7.924985483101321,0.10482146475353536,0.0457699118409689,0.03822652260503927,0.8223833186875799,0.7521606414902584,-13.007675115789555,23.82813051360418,-75.47312743588061
31.0,114.17513325171475,119.23853562422299,-32.96911432676117,0.1058683295591355,0.04630612814584975,0.042317535032349,0.8226291031533172,0.7701695150853519,-7.556055322866533,13.90525580696468,-82.27255536894666
32.0,117.71740314222275,125.18428542180851,-18.413764092284552,0.10297391572356221,0.04668001418127235,0.04647226624266559,0.8279467864611894,0.7880665336672795,-3.5947369298663183,4.33385365172888,-89.17002644705072
33.0,136.6382986496171,131.56214719139962,39.37814820146209,0.0964822793831382,0.046878723602718324,0.05072697013921247,0.8369918179230978,0.8056597285930021,1.0756356329560781,-4.553965987683214,-96.1486669501885
34.0,128.25647044448658,138.41278233858057,-32.119394095825584,0.08734238801432906,0.046892574143768066,0.05511552854347917,0.8478287627718502,0.8226321068396101,3.9550713331985077,-12.715528851125212,-103.1804299644446
35.0,154.4791824992557,145.76873555079976,5.496803847674431,0.07689074821494127,0.04671535999316764,0.05966775736903912,0.8581373269663335,0.8385739119498279,-4.611863945703472,-20.648918293228903,-110.22355754758085
36.0,121.4599794482707,153.65697952649361,8.78838546758489,0.06656328045560932,0.04634509962082404,0.06440813240213582,0.8654729345531839,0.8530285018171608,-17.92705210371635,-29.01079309588289,-117.22157950405592
37.0,90.57050768407595,162.1027729104863,4.653472931502088,0.057620512026833284,0.04578487296233575,0.06935445815759746,0.8675761995130009,0.8655464623661546,-17.97193566962775,-37.99963275507623,-124.11868895490761
38.0,97.94423970963749,171.13355986683803,12.416577340103279,0.05095845928729131,0.04504344399899865,0.074514367259568,0.8626940183957837,0.8757436361368922,-4.1548782641055455,-47.345284075352424,-130.85282930519247
39.0,154.24024719036913,180.78237382408633,38.51238038443214,0.04704453850212365,0.04413580733040136,0.079881418852558,0.8498445816573112,0.8833555965453497,7.991784671943669,-56.95080107775806,-137.3400364369902
40.0,99.2187105859131,191.09062346189796,-31.61788634681298,0.045977580103094266,0.04308350707384293,0.08543304938701289,0.8289529523509452,0.8882771179275419,11.931041809600758,-66.85820889242508,-143.47797014026503
41.0,129.5768451646289,202.10917805586337,50.17333912215431,0.04763671026755732,0.041914693057757746,0.09113314795637066,0.800815093081539,0.890575718974338,9.765691870697113,-77.14559235950459,-149.15898040968116
42.0,105.27578032548794,213.89813383559147,-39.26149408854874,0.05186311142723365,0.04066389516945883,0.09693764361755004,0.7669051053407766,0.8904756649922526,4.822820029148798,-87.74129364214856,-154.28549046192825
43.0,115.74778073862299,226.52436152168244,10.649795449868021,0.058613716982952514,0.039371514386722324,0.10280169335730174,0.7290927181635483,0.8883194125996402,1.0909720160099792,-98.49119492696184,-158.76861263166612
44.0,138.10373883301216,240.0562886593737,12.066915531263868,0.06803658082563624,0.03808304715939041,0.10868520061517459,0.6893569876036318,0.8845205552477883,-3.178943758603976,-109.34818295581427,-162.51555582734662
45.0,87.8251882963211,254.55729064248843,-20.468890923040888,0.0804431248769076,0.03684807706678872,0.11455386024273301,0.6495613110178454,0.8795213860172155,-10.82257251059717,-120.1259411679895,-165.43457918083064
46.0,108.10116412685163,270.07913705867287,0.19643246554776184,0.09618947440667644,0.035719082781003546,0.12037751254720855,0.6113130518367025,0.8737608152942482,-15.350240562288546,-130.57538088935502,-167.4360892865254
47.0,97.50782620899945,286.6565987940859,-15.441458597423683,0.11551859931295935,0.03475012319879606,0.1261277471988755,0.5758958042819056,0.8676507278482268,-13.78742853429798,-140.41883318919042,-168.4349453803421
48.0,117.21781424057097,304.30493430039246,22.80806486907711,0.13844079723549912,0.03399546829647827,0.13177713978752087,0.5442494846162153,0.8615564620626177,-11.253654625972528,-149.48676226426952,-168.3472291418394
49.0,112.3901546606278,323.02123808809824,10.887202810303684,0.1647236082965177,0.03350824725663527,0.13730092992420817,0.5169800179071578,0.8557805434683656,-12.600660994189402,-157.9562763607651,-167.0954982344766
50.0,124.27485842798635,342.7893998759899,33.07479931321671,0.19401426290780618,0.03333918351721116,0.142678886228917,0.49439255179890074,0.8505538329805915,-12.26591291619458,-166.14238735950838,-164.60973471831025
51.0,147.01819334150565,363.5881557863711,-9.463356318250765,0.22604071563963446,0.03353547978711218,0.14789671088774992,0.4765480127427091,0.8460395683288517,-3.276983493023137,-174.1532110540827,-160.8265844521708
52.0,143.22725616242184,385.40070973187335,-36.09589373736079,0.2607675382588078,0.034139905317325345,0.15294536833733238,0.4633394731908781,0.8423512812441902,14.689480921558676,-182.06262553488685,-155.6873749768413
53.0,261.87644734657755,408.2233676478969,58.1232168176133,0.2983654479745451,0.03519012371074761,0.15781980051283048,0.4545767670897073,0.8395777320718314,36.821522951498174,-190.01816747242722,-149.14182716712807
54.0,227.9599973835423,432.07125831193173,7.558795455803523,0.33891504006994533,0.0367182834709568,0.16251787545229804,0.45006172310276366,0.8378018752173899,47.66077878970807,-198.2860272938132,-141.16346180412242
55.0,233.980273490221,456.9787231929552,-16.489302578957084,0.38189353488147504,0.03875087668957563,0.16703941310401416,0.4496365667283856,0.8371006178044836,36.17429943493411,-206.68944539369355,-131.7616003449024
56.0,287.51704437347234,482.99355734804664,14.728170406045441,0.42563419236577427,0.0413088551888991,0.17138651337113614,0.45319478224342813,0.8375185188061627,9.736658047093782,-214.49048842458242,-120.9513589330558
57.0,188.73440367388952,510.1669498720174,-71.37117465249551,0.4670297124848516,0.04440797945716139,0.1755633160753407,0.4606539998896739,0.8390187725701264,-9.990275064864338,-220.32925875362966,-108.74898565022238
58.0,341.21081215958867,538.5397480615411,73.14068028444693,0.5017192308618842,0.048059365044426275,0.1795766596950295,0.47189968726177745,0.8414243093546968,-23.812683490320534,-222.5520331719707,-95.16278492070576
59.0,291.8506744694704,568.1266074432452,21.548139773261255,0.5248461157844707,0.052270184627125245,0.18343592838407058,0.48671253225751454,0.8443669627062579,-46.370262028101735,-219.80983306325274,-80.20121419346772
60.0,339.21125052032477,598.9013504485325,60.547014264634164,0.5322495581217678,0.05704448217953444,0.18715311954606623,0.5046899919969158,0.8472622741805168,-65.97316713093767,-211.55061390375548,-63.888437228600644
61.0,261.6972855557126,630.7871816512638,-105.09682732247377,0.5217477322949187,0.06238405858700331,0.19074235393502403,0.5251663540282143,0.8493230671147298,-56.974859408091596,-198.67089967652564,-46.253241027409764
62.0,528.8103815480862,663.654283836258,44.97132988934093,0.4940827897514261,0.068289395020939,0.19421788451746422,0.5471329972959658,0.849619007953395,-15.040337417570148,-183.27688818592233,-27.330163865403943
63.0,601.8439760588636,697.3259895361471,66.46587759348505,0.45318961395871726,0.07476059033693828,0.19759224901436379,0.5691699702253843,0.8471837071896045,32.31943502282257,-167.883948943211,-7.167937006880351
64.0,478.4545994449114,731.5910479304052,-93.41432481767758,0.40570557104182753,0.08179830002281022,0.20087384259898164,0.5894242489069125,0.8411647670310295,53.97919108471214,-154.79365392434394,14.179864561126772
65.0,715.9636946602423,766.2206974949538,88.68289676088237,0.3599553068694124,0.08940467479810267,0.20406581120951017,0.6056966840729392,0.8310024847521653,39.02447691129663,-145.2941016201976,36.65165764045535
66.0,599.296318722036,800.9890687395226,-88.33773885251061,0.3248743269666533,0.09758430463617408,0.20716623278033053,0.6156996384788835,0.8166072340800574,12.012135540846451,-139.814339517945,60.16554699100208
67.0,741.6157650185867,835.6934714018605,65.11664179521604,0.30935999574175377,0.10634517656975008,0.2101689162656138,0.6174926492246405,0.7984872858096923,-3.2496554865501115,-138.1866453255565,84.59774110742116
68.0,701.0826012751628,870.1687627489737,-22.788513743332942,0.3223386463075294,0.11569965030650756,0.2130649528245642,0.6099999195533236,0.7777701300802629,-5.294401023497618,-139.70086507881,109.81207082052508
69.0,795.8709339663905,904.2938389842667,18.927499800494203,0.3734978212148347,0.12566544322037765,0.21584414192684087,0.5934184842437235,0.7560765479957897,7.136632774662215,-143.04052744637656,135.656446406991
70.0,743.9049876353051,937.9901833889269,-81.2814566464619,0.4742886513154402,0.13626659544296782,0.21849575647628844,0.5693186188014279,0.7352524832960203,31.484919943632566,-146.68944176333727,161.94924181866077
71.0,980.2015304366113,971.2113295940736,108.20347607454305,0.6385680199772666,0.1475343575082023,0.22100912452984361,0.5403516730630157,0.7170224964459571,47.28320588481085,-148.6757432605533,188.48893888215616
72.0,770.3116187565944,1003.9243492068948,-116.12888315194503,0.8821784206615465,0.1595079096162248,0.22337382457916072,0.5096591132089433,0.7026679458939782,37.80181557245903,-146.97619900966853,215.06267332467823
73.0,980.1359823515875,1036.0828501886785,100.57292184744547,1.2208747048203636,0.172234786772807,0.22557978558177433,0.48020917737048047,0.692827364405154,4.501736407254332,-139.77244558523466,241.46256105861627
74.0,927.6149361631647,1067.598578114924,10.994660436362137,1.6663322587980867,0.18577085273016447,0.22761727142852967,0.45429519102503835,0.6874670880447583,-45.850663850615376,-125.01757251935409,267.4789344110336
75.0,764.5937613666208,1098.3184429653095,-119.2404180038194,2.22055641200785,0.20017964353826295,0.22947695126613787,0.4333232321584082,0.68600484970253,-99.49385194654478,-100.3221122869674,292.8804746039917
76.0,1109.097119502749,1128.0115565256729,141.0326249459229,2.869835886491061,0.21553089459546987,0.23114990914819966,0.4178763356640961,0.6875214276793643,-131.4069147595376,-64.36340571726495,317.4036928428517
77.0,921.3077457221491,1156.369553673631,-122.75672094944584,3.5802302399559753,0.2318980788420952,0.23262774256984334,0.4079474457603812,0.6909832253487704,-120.08336176896086,-18.46632160160355,340.7764638042472
78.0,1246.8652376812126,1183.0216263387838,32.48518539475802,4.29701055010635,0.24935482228867936,0.23390260435230947,0.40321336292640836,0.6954173369045222,-51.02387475785164,33.61397679328721,362.7315601330221
79.0,1363.2475132135037,1207.5638484444842,-37.842853637814514,4.949978485306617,0.26797012831779465,0.2349672667374067,0.40325687817137507,0.700013021515206,45.29081694076061,87.02546266646915,383.0031745945407
80.0,1744.791827552393,1229.5979759826294,228.58732802413354,5.464950395143576,0.2878024331063795,0.23581518240642488,0.40769589327201317,0.7041530750305991,98.45418322274644,136.66065842855292,401.3254999541675
81.0,1345.233367401825,1248.7725702460798,-251.95449907128037,5.779299445189933,0.3088926266345769,0.23644054171057824,0.41621844510807304,0.7073968598650743,100.18662159580491,177.79735568984043,417.432657458675
82.0,1386.3250728852693,1264.8183670079434,-244.0463120008438,5.857307909974466,0.33125629911755705,0.2368383254269957,0.42854256220476306,0.7094428818656853,94.07561888662394,207.38020580824266,431.06378812461145
83.0,1896.8574379202823,1277.5719538039093,243.84423639614639,5.700362265500653,0.35487560021521775,0.2370043523918716,0.4443258734348961,0.7100956646971233,95.36501101055869,223.4592306840801,442.00049619672365
84.0,1647.8022588140875,1286.9825644559867,-27.34719366410175,5.348335625428106,0.3796912146436495,0.2369353214102682,0.4630532912817346,0.7092524903950087,75.88398991140586,226.65929289251198,450.12404401815337
85.0,1443.212962153633,1293.1031264869898,-131.07822809390262,4.871408337636561,0.4055950484365195,0.23662884689965716,0.4839397509138963,0.7069128613576985,16.03485198195811,219.32494616098086,455.3769534033169
86.0,1650.264633660266,1296.067997333884,141.37669085596568,4.35475836090633,0.43242427131554745,0.23608348779083524,0.5058963510474064,0.7032000854316401,-70.84789515355199,205.0474812793076,457.72947914275056
87.0,1272.157813244715,1296.0621974564835,-174.68096204911276,3.88058307063936,0.4599573610572364,0.23529876928440907,0.527607974854113,0.6983746118579296,-129.05010541695918,187.43716473468146,457.18733344107426
88.0,1359.9810966414639,1293.2891185420272,-43.55795611711854,3.512114457534161,0.4879127381078289,0.23427519714250558,0.547741595533239,0.6928180804317148,-138.19322696074474,169.69013183595575,453.82061786316075
89.0,1617.1396910769543,1287.9431167851553,246.04978887254063,3.283020974987635,0.5159504611758511,0.2330142642824706,0.5652457272493411,0.6869783074459981,-115.84796142739395,153.63622246128406,447.73683683921126
90.0,1191.4938249032866,1280.19109217623,-239.037577877941,3.1937969246807842,0.5436772815716842,0.23151844953070624,0.5796398967051986,0.6812846613815694,-67.9619231761604,139.3347091636662,439.0739031154273
91.0,1718.987639572746,1270.1644270675786,224.51645156565453,3.215182530787036,0.5706551364965349,0.2297912084889876,0.5911719976190799,0.6760599738476143,31.8041862679638,124.42075980571845,428.0062127130083
92.0,1378.5355491879855,1257.9601655755748,-211.66821318833414,3.2974856703251705,0.5964129158353424,0.22783695656107816,0.6007659881718419,0.6714589339140594,141.31529051349963,108.50423124510739,414.72369672166565
93.0,1384.064455898308,1243.6475141660778,-170.85062279729314,3.383662644840471,0.6204610840597745,0.2256610442826601,0.609772171732186,0.6674518261270386,160.46918647194752,91.98708779522018,399.4094913873925
94.0,1702.2402121443815,1227.2763659449154,317.54265796218004,3.423110452090139,0.64230850157247,0.22326972519095883,0.6196127343540749,0.6638544685082529,57.577642849345075,75.93595317425807,382.2051925803717
95.0,909.2912238358443,1208.8857714062412,-304.0174367115406,3.382724966157325,0.6614805909475316,0.22067011656044544,0.6314407831894382,0.6603912375060128,-98.20610450884112,62.30802437235484,363.2395896948329
96.0,1152.2424479188505,1188.510755021005,48.327272673428546,3.252423341140783,0.6775378529980759,0.217870153416181,0.6458992740095878,0.6567733584932804,-164.59569278835016,53.01705438166829,342.6416141261843
97.0,1194.1009486704743,1166.1873602711441,70.42406943250035,3.0440897457792317,0.6900936703257798,0.21487853631536563,0.6630116710101763,0.6527764644816524,-124.5639547981193,48.64620149464205,320.55334003635113
98.0,1242.0908743413574,1141.957561105999,101.27437054769545,2.7851141432227378,0.6988303500720231,0.21170467345922295,0.6821967346587834,0.6483040914310404,-43.499820549294895,47.966038184204685,297.15288248372457
99.0,1259.9485266327883,1115.87572216847,60.629114080085095,2.509299243746921,0.7035124533006221,0.20835861776039233,0.7023881122342034,0.6434247599535017,36.24163977075279,49.10412256335203,272.6258351087395
100.0,1141.924971140544,1088.016532335595,-118.09215574464913,2.2481883439016377,0.7039966282255479,0.20485099954459268,0.7222415310417442,0.638371887759951,102.59215227451092,49.57093852490976,247.17883991914945
101.0,1353.179145299762,1058.4835703011881,78.6507606478202,2.024908974115264,0.7002373937106403,0.20119295560871003,0.7404071151961591,0.6335018819208607,142.79412431244486,46.39353958261947,221.0026960541356
102.0,1233.265073113001,1027.416956014949,61.115917046327105,1.851201880824339,0.6922885879962981,0.19739605539010946,0.7558234896460501,0.6292172826216198,127.90359722056775,37.892016582649,194.2693406656417
103.0,1073.9745217051002,994.9976459446068,-34.474205401674936,1.7272460279472965,0.6803004820368512,0.19347222502352968,0.7679658854158091,0.6258746266784552,55.357007733204945,24.154265536111847,167.17494859148266
104.0,982.8642019024876,961.4464722843645,37.813970403373354,1.643537605110758,0.6645128329277713,0.18943367007225892,0.776974850999097,0.6237037756054522,-33.973723185815885,6.778999980324581,139.93104020056387
105.0,811.4281732261775,927.016609688504,-25.861458796414567,1.5841857027472064,0.6452443980847634,0.1852927977194796,0.7836194713345714,0.6227619732027427,-81.20714236597827,-12.330560044781222,112.75125583342121
106.0,561.4554408412728,891.9797346440796,-204.63681036883395,1.531078736214688,0.6228796263680543,0.18106213919398528,0.7891015808469872,0.6229330845458019,-65.72330240415853,-31.297190470459928,85.84142555085914
107.0,957.6112161552214,856.6100390507205,199.46823378054887,1.468217309505823,0.5978533749857542,0.17675427318237416,0.794759652979262,0.6239669953923157,-8.655600306463018,-48.43496972138723,59.37441834951477
108.0,666.0881391869741,821.1691742107084,-101.37759461634816,1.38526226755121,0.5706345639986358,0.17238175094794767,0.8017572557002848,0.6255433901162863,22.050053586423815,-62.60758551468796,33.508959779442456
109.0,694.5156683421515,785.8934668227533,-46.59760359399083,1.2793609460682098,0.5417096735332453,0.16795702383568326,0.8108329896889951,0.6273413269764562,18.005894606703155,-73.81343203392275,8.40424190188749
110.0,650.8784398600477,750.9846742870529,-20.39558554889781,1.1547793730407774,0.5115669185638327,0.16349237379373968,0.8221583699446514,0.6290993280575187,12.109603736167116,-83.28957346492805,-15.78288744169528
111.0,713.1472689453259,716.6056739375379,65.69917478788597,1.020628789867194,0.4806818136520564,0.15899984748602794,0.8353165044354666,0.6306560578664786,13.515191461181331,-91.30273470048935,-38.921539539695864
112.0,511.82957809469286,682.880952217444,-53.450382059673046,0.8876404602271263,0.4495046802469649,0.15449119450857715,0.8493901078337285,0.6319664632532798,7.542872070852831,-97.75904345898574,-60.947820493171605
113.0,541.5549255007694,649.9018162159676,31.589600294400466,0.7651675347039661,0.41845046879834935,0.1499778101559304,0.8631329119677508,0.6330924583213151,-9.663123101150434,-102.17609148630969,-81.83668346295475
114.0,492.1265800428965,617.7330808774044,27.12229084717393,0.6593013085608865,0.38789108383226373,0.14547068311384886,0.8751883983120965,0.6341718681432889,-27.941680801078018,-104.21291403309947,-101.56356844661127
115.0,323.47882743407183,586.4191864478013,-84.98014861946034,0.5723936092087504,0.3581502275252687,0.14098034838242135,0.8843114115922033,0.635374285816871,-28.44289862832566,-103.82447112256027,-120.1043794193115
116.0,447.2533375671943,555.9897002834061,10.115088267658512,0.5037091060484413,0.3295006285860094,0.1365168456604909,0.8895455981596436,0.6368559361248234,-2.89883920124732,-101.33432256035364,-137.43646447012046
117.0,509.4938610008427,526.4654352223014,23.77831312394808,0.4506351578321623,0.30216340707994177,0.13208968334930452,0.8903191556619054,0.6387254349100581,23.505474751738223,-97.34179760161892,-153.53815067953815
118.0,417.45472595597,497.86234292555326,12.719768320049885,0.4098991692457564,0.2763092467727022,0.12770780826158804,0.886444582180374,0.6410279568611602,27.156741512956643,-92.1302561460206,-168.3960311289957
119.0,408.47985623332454,470.1920270543728,44.28553802215214,0.3784637704013998,0.2520610051368244,0.12337958105289001,0.8780379173437176,0.6437485837042285,12.076256482157802,-86.01295545989183,-182.04319434510697
120.0,326.3142951419795,443.4617699942409,-37.19167099405654,0.35401574179846973,0.22949738432271627,0.11911275732597199,0.8653970574065286,0.6468295643145199,-7.02224526120047,-79.25341469156417,-194.52720090068613
121.0,310.85406466843676,417.67513804776263,-31.488552270785288,0.33511915051058233,0.20865730832799334,0.11491447429708945,0.8488869213373835,0.6501932869190371,-18.592118474707167,-72.16358639301656,-205.90432856284895
122.0,290.68475391912125,392.8342221077213,-13.546603805916464,0.32114673469151445,0.18954469471521493,0.11079124285592434,0.8288691519260503,0.6537634575787932,-17.88667543877116,-65.13966743740004,-216.22996924555594
123.0,249.93101802045092,368.93997907173843,2.6718576859183805,0.31208327633970134,0.17213336519463776,0.10674894479929262,0.805691425841699,0.6574800590142775,-4.668096973864881,-58.62887882280649,-225.54469186127702
124.0,316.33623717828516,345.9912308472143,33.966256102167755,0.30826769285168965,0.1563719001228714,0.10279283497301943,0.7797264239312229,0.6613071899055254,12.106038618602033,-53.24923229501147,-233.8818675908784
125.0,250.96184728569116,323.98445314910117,3.1298576955219577,0.31013310079144574,0.14218830046221295,0.09892754801688584,0.751432769623557,0.6652352997046784,18.306870868637187,-49.33675476491319,-241.27403436216028
126.0,214.53388422249762,302.9147756532677,-36.89231469840531,0.31800500536395704,0.1294943716566886,0.0951571093745043,0.7214055982591926,0.6692800340351375,8.10700470885927,-46.91034151700436,-247.75969685063868
127.0,254.08687046386473,282.77742377398533,24.183849983918694,0.33199977887797644,0.11818978385083367,0.09148495020345841,0.6903930862736581,0.6734792514553836,-4.240067459404702,-45.47371629636333,-253.3851110240771
128.0,133.26238897295636,263.56829119185943,-68.36813323252771,0.3520152233412255,0.10816579057352244,0.08791392580100664,0.6592719914554334,0.677888690437769,-5.912568104700352,-44.374430341442235,-258.18409456841874
129.0,202.0499180698687,245.28417769777178,43.695657146197526,0.37774093541661935,0.09930860392262533,0.0844463371469523,0.6289917517584606,0.6825761434147308,0.3129667158169311,-42.96721687400635,-262.14524087049784
130.0,187.40325625586402,227.92301146904632,21.476715028992135,0.4085830624492769,0.0915024303395848,0.08108395515768378,0.6005058532758656,0.6876141650374388,6.339729650771016,-41.05237497002842,-265.22790974423873
131.0,141.41540447153918,211.48404000021176,-25.478334845525353,0.4434366498130384,0.08463217010237473,0.0778280472435574,0.5747087056980027,0.6930719671849225,10.165972576416712,-38.680135780521425,-267.39419764997297
132.0,110.30344750865262,195.96688915959163,-40.82780663349075,0.4803500324473203,0.07858577891414184,0.07467940576533025,0.5523891438911411,0.6990075794884735,11.794159924241058,-35.861887841471635,-268.6027857900064
133.0,102.29474137350921,181.36981161485073,-20.054476414441876,0.5162550678216766,0.07325628451269214,0.07163837799379222,0.5342032699328554,0.7054611360551634,10.160594157282091,-32.588086584162006,-268.83431525637565
134.0,115.889890398238,167.68648304458353,0.20169920004753253,0.5469976907433249,0.06854344761320344,0.06870489718958625,0.5206635993602808,0.7124493494155146,5.572713525246761,-28.840521986982935,-268.0793902782312
135.0,171.67121417671154,154.90384429590284,67.82356342091936,0.5678311218230222,0.06435505643495779,0.06587851443690607,0.512139126523425,0.7199603356226819,-2.1431650744271242,-24.490030728632828,-266.3405691883302
136.0,125.56978701223906,143.0013399111243,-0.23772671798972547,0.5743391717951506,0.06060784831075917,0.06315843088476202,0.508860510172105,0.7279475488573985,-12.490171594088563,-19.48429085956563,-263.6221805683374
137.0,77.38452605324343,131.95076098371337,-82.51565525669606,0.5635319309031765,0.05722806026442905,0.06054353007224128,0.510924497318132,0.7363220577465256,-14.841258975531526,-13.883455608318757,-259.93531354069086
138.0,122.90311286774272,121.71688806352134,58.631352820754586,0.5347264408419935,0.054151622018841196,0.05803241003909694,0.5182914535449338,0.7449437568295061,-2.077914023517105,-7.946958378913622,-255.34140115023988
139.0,91.27698200658666,112.25931574392267,32.016986144087845,0.4898720480173282,0.05132401817792923,0.055623414949532615,0.5307700142087869,0.7536139329080712,14.515213292958407,-2.0226736682479953,-249.95138838906857
